booking_date	checkin_date	country	city	hotel_segment	room_type	nights	num_guests	breakfast_included	price_per_night	total_price
2024-07-15	2024-08-21	Italy	Rome	Leisure	Suite	14	2	1.0	203.4	2847.66
2024-12-01	2025-01-19	Italy	Milan	Leisure	Standard	2	3	1.0	99.16	198.33
2024-08-30	2024-09-26	UK	Edinburgh	 Leisure	Deluxe	12	4	1.0	150.19	1802.26
2024-10-05	2024-10-17	Germany	Berlin	Tour Group	Family	12	3	0.0	166.96	2003.51
2024-05-01	2024-05-18	 Spain	Madrid	Leisure	Deluxe	4	4	0.0	172.3	689.21
2025-04-10	2025-04-30	Spain	Madrid	 Tour Group 	Standard 	8	4	0.0	96.63	773.07
2024-05-18	2024-06-24	Ireland	Cork	Conference	Standard	3	4	0.0	101.44	304.32
2024-07-14	2024-07-28	Italy	Rome	Leisure	Standard	14	4	0.0	90.62	1268.72
2024-06-27	2024-08-21	Italy	Milan	Leisure	Deluxe	2	1	1.0	205.4	410.8
2025-02-08	2025-03-17	Germany	Munich	Business	Suite	14	3	1.0	307.99	4311.89
2025-01-21	2025-03-18	UK	Manchester	Tour Group	Suite	6	3	1.0	179.48	1076.86
2024-08-16	2024-09-20	Germany	Hamburg	 Tour Group 	Standard	7	4	0.0	66.14	462.96
2024-12-22	2025-01-08	Uk	Manchester	Leisure	FAMILY	8	3	1.0	135.85	1086.81
2025-01-10	2025-01-29	Spain	Barcelona	Leisure	Deluxe	2	4	1.0	168.12	336.24
2024-07-19	2024-08-16	Germany	Hamburg	Conference	Family	6	4	1.0	250.46	1502.79
2024-06-01	2024-07-07	Spain	Barcelona	Leisure	Family	10	3	1.0	201.41	2014.11
2024-12-08	2024-12-18	Italy	Milan	Business	Suite	6	2	0.0	241.32	1447.93
2024-07-18	2024-07-19	Spain	Barcelona	Conference	Suite	11	3	0.0	291.72	3208.93
2024-07-03	2024-07-03	Germany	Munich	Business	Family	11	1	1.0	163.7	1800.74
2024-10-10	2024-10-24	Italy	Milan	Conference	Standard	12	2	1.0	108.43	1301.1
2024-11-21	2024-11-23	Spain	Barcelona	Business	Std	3	4	1.0	95.83	287.49
2025-02-11	2025-03-08	Germany	Berlin	Leisure	Deluxe	8	4	1.0	156.15	1249.2
2025-03-18	2025-03-28	Germany	Berlin	Business	Family	6	4	1.0	134.93	809.59
2024-12-31	2025-01-30	Spain	Madrid	Leisure	Family	1	3	0.0	179.61	179.61
2024-08-10	2024-09-09	Spain	MADRID	Leisure	Standard	14	1	0.0	121.17	1696.31
2024-12-13	2025-01-31	SPAIN	Valencia	Leisure	Standard	4	2	0.0	84.3	337.2
2024-10-12	2024-11-06	Ireland	Cork	Business	suite	11	4	1.0	240.28	2643.08
2024-10-28	2024-11-25	Italy	Florence	 Leisure 	family	12	4	0.0	149.74	1796.9
2025-02-15	2025-02-27	uk	Edinburgh	Leisure	Standard	10	1	1.0	71.25	712.45
2024-07-06	2024-07-25	Ireland	Galway	Leisure	Deluxe	2	4	1.0	100.78	201.57
2024-06-30	2024-08-17	UK	Edinburgh	Leisure	Suite	12	1	0.0	231.42	2777.08
2024-05-11	2024-06-21	Spain	Barcelona	Business	delux	14	3	0.0	176.84	2475.8
2024-06-27	2024-07-04	Ireland	Galway	LEISURE	family	5	3	1.0	143.8	718.98
2024-08-25	2024-09-24	Italy	Florence	Leisure	Suite	10	1	1.0	293.04	2930.37
2025-02-18	2025-04-09	Spain	Barcelona	Business	deluxe	14	4	1.0	211.14	2955.9
2024-11-02	2024-11-02	UK	Edinburgh	Tour Group	Standard	14	2	1.0	100.9	1412.66
2024-05-07	2024-06-29	Ireland	Cork	Leisure	DELUXE	2	2		149.92	299.85
2025-01-13	2025-01-23	Germany	Hamburg	Leisure	Suite	1	1	0.0	73.36	73.36
2024-12-13	2025-01-29	Spain	Barcelona	Tour Group	Standard	5	4	0.0	49.69	248.47
2024-08-27	2024-09-21	UK	Edinburgh	Leisure	Standard	5	4	1.0	117.19	585.95
2024-05-05	2024-06-08	UK	Edinburgh	Leisure	Standard	7	3	1.0	116.11	812.78
2025-01-31	2025-02-24	UK	 Edinburgh	Leisure	Suite	7	2	1.0	163.26	1142.84
2024-07-06	2024-09-03	UK	Edinburgh	Business 	Deluxe	9	3	1.0	195.52	1759.69
2024-10-30	2024-12-23	Germany	hamburg	Conference	Family	4	1	1.0	183.61	734.45
2024-10-12	2024-12-03	Germany	munich	LEISURE	Suite	11	4	0.0	193.98	2133.82
2024-08-12	2024-09-10	GERMANY	Hamburg	leisure	Suite	8	1	1.0	275.71	2205.68
2024-10-06	2024-10-11	Ireland	Galway	Business	Suite	9	4	0.0	279.93	2519.34
2025-03-03	2025-04-22	Ireland	Cork	Leisure	Suit	11	3	0.0	218.78	2406.58
2024-07-13	2024-07-24	Spain	Madrid	Leisure	Family	8	4	0.0	174.97	1399.79
2024-11-15	2024-11-18	Italy	Rome	BUSINESS	FAMILY	13	3	0.0	203.18	2641.31
2025-02-17	2025-04-07	Ireland	Dublin	Business	Suite	2	4	1.0	261.08	522.16
2025-03-20	2025-04-30	Germany	 Berlin	Leisure	Suite	6	4	0.0	263.35	1580.13
2024-11-04	2024-11-12	Spain	Madrid	Business 	Suite	8	4	1.0	329.08	2632.66
2025-02-25	2025-03-31	UK	Manchester	Leisure	Standard	2	4	0.0	91.68	183.37
2024-11-09	2024-12-06	Spain	Valencia	Tour Group	Standard	8	4	0.0	75.53	604.27
2024-07-07	2024-08-28	UK	Edinburgh	 Business	Family	7	3	0.0	129.94	909.56
2025-01-19	2025-02-20	Italy	Florence	Conference	Deluxe	7	4	1.0	191.16	1338.12
2024-09-21	2024-09-24	Ireland	Cork		Suite	12	3	0.0	226.7	2720.37
2024-12-05	2025-02-01	Germany	Munich	Leisure	Family	3	2	1.0	153.91	461.74
2024-05-11	2024-07-07	Spain 	Valencia	Leisure	Family	2	3	0.0	157.13	314.26
2024-05-01	2024-05-22	Ireland	Dublin	Business	Standard	9	3	1.0	118.0	1061.98
2024-08-18	2024-08-23	Italy	Florence	Leisure	Family	5	1	0.0	210.11	1050.54
2025-01-07	2025-02-05	Italy	 Florence	Business	Family	10	3		179.72	1797.21
2024-09-14	2024-09-20	 Ireland	Cork	Leisure	Family	11	4	1.0	169.65	1866.15
2025-02-15	2025-03-28	Germany	Hamburg	Leisure	Deluxe	5	3	0.0	154.74	773.71
2025-01-19	2025-03-15	 Spain 	Barcelona	Business	Suite	11	2	1.0	273.06	3003.66
2024-06-26	2024-08-03	Ireland	Cork	Leisure	Suite	12	2	1.0	297.24	3566.84
2025-04-18	2025-04-30	Germany	Munich	Business	Deluxe	1	4	1.0	148.23	148.23
2024-09-17	2024-10-19	Ireland	Galway	Business	Family	7	3	1.0	222.46	1557.21
2024-08-28	2024-09-01	Ireland	 Dublin	Business	Standard	9	4	1.0	127.57	1148.13
2025-02-10	2025-02-16	Spain	Valencia	Leisure	Deluxe	1	3	1.0	136.1	136.1
2024-07-21	2024-08-19	Italy	Rome	Leisure 	Suite	3	4	0.0	217.93	653.8
2025-03-22	2025-03-26	Ireland	Dublin	Business	family	10	2	0.0	175.06	1750.55
2025-04-24	2025-04-30	italy	Rome	 Business 	Deluxe	6	4	0.0	123.75	742.49
2024-11-04	2024-12-23	Italy	Florence	tour group	Family	5	2		192.34	961.69
2024-09-02	2024-09-10	Italy	Florence	Leisure	DELUXE	13	2	1.0	124.45	1617.85
2025-04-07	2025-04-28	Germany	Hamburg	Leisure	Deluxe	7	2	1.0	146.3	1024.09
2025-04-04	2025-04-28	Italy	Milan	Business	Standard	6	1	0.0	105.89	635.34
2024-07-02	2024-08-28	Italy	Rome	Business	Deluxe	4	1	1.0	148.17	592.68
2024-09-18	2024-11-14	Spain	Valencia	Leisure	Deluxe	3	2	1.0	167.91	503.73
2025-03-16	2025-04-30	Germany	Hamburg	Leisure	Family	11	1	1.0	198.47	2183.16
2025-01-09	2025-02-23	Italy	Florence	Conference	Standard 	4	2	1.0	99.05	396.2
2025-02-05	2025-02-14	Italy	Rome	Tour Group	Deluxe	9	1	0.0	133.03	1197.27
2024-07-14	2024-07-23	ireland	Dublin	Business	Standard	3	2	1.0	136.26	408.78
2025-02-21	2025-04-04	 Germany 	HAMBURG	Business	Deluxe	11	3	1.0	156.52	1721.72
2025-04-01	2025-04-30	Ireland	Galway	Business	Deluxe	4	2		112.24	448.96
2024-08-06	2024-08-09	 spain	Barcelona	Tour Group	Family	1	4	1.0	203.44	203.44
2025-02-10	2025-02-28	Ireland	Galway	Business	Deluxe	10	3		179.87	1798.7
2025-04-10	2025-04-16	UK	Manchester	Business 	Standard	6	1	1.0	89.39	536.36
2024-07-09	2024-08-24	Italy	Rome	Leisure	Deluxe	12	2	0.0	165.06	1980.69
2024-08-21	2024-09-26	UK	London	Leisure	FAMILY	11	4	1.0	173.96	1913.54
2024-08-31	2024-09-02	Spain	Barcelona	 Business	Suite	5	4	1.0	287.45	1437.26
2025-02-04	2025-02-06	Italy	Rome	Conference 	Suite	2	2	0.0	188.9	377.81
2024-08-21	2024-08-27	Germany	berlin	 Business 	Deluxe	13	2	0.0	139.71	1816.27
2025-01-15	2025-02-07	Germany 	Hamburg	Business	Deluxe	2	1	0.0	101.91	203.82
2024-08-30	2024-10-07	Germany	Berlin	Conference	Suite	8	4	1.0	234.15	1873.2
2024-08-08	2024-08-19	UK	London	Business	Family	10	3	0.0	163.15	1631.52
2025-01-11	2025-02-16	Uk	 Edinburgh 	Tour Group	Family	4	2	1.0	91.26	365.03
2024-08-12	2024-08-17	Italy	Rome	Leisure	Standard	10	2	1.0	132.03	1320.25
2024-09-26	2024-10-12	Italy	Florence	 Business 	 Standard	5	2		91.64	458.2
2024-05-12	2024-07-04	UK	Manchester	Leisure	Family	11	1	0.0	128.88	1417.65
2024-10-28	2024-11-29	Ireland	Galway	Business	Family	8	2	0.0	231.32	1850.59
2024-10-10	2024-11-10	Italy	Milan	Tour Group	Standard	13	3	1.0	48.22	626.91
2024-08-01	2024-08-03	Germany	HAMBURG	Leisure	Standard	11	1	1.0	95.95	1055.41
2024-09-03	2024-10-05	Spain	Barcelona	Tour Group	Family	7	4	1.0	132.13	924.93
2025-02-24	2025-04-02	Ireland	Dublin	leisure	Family	8	2	0.0	184.41	1475.31
2024-08-19	2024-09-13	Italy	Milan	 Leisure 	Family	8	2	0.0	227.25	1818.01
2024-05-24	2024-07-07	Italy	FLORENCE	Business	Deluxe	1	4	1.0	147.3	147.3
2024-06-21	2024-07-11	Ireland	Galway	Leisure	Deluxe	14	3	0.0	85.21	1192.97
2024-07-26	2024-09-06	UK	London	Business	Deluxe	1	1	0.0	183.74	183.74
2025-03-19	2025-04-07	Italy	Rome	Business	deluxe	9	1	1.0	108.48	976.34
2025-04-25	2025-04-30	Germany	Berlin 	Conference	Deluxe	12	4	1.0	131.16	1573.91
2025-03-28	2025-04-30	Ireland	galway	Tour Group	Deluxe	5	2	1.0	167.36	836.8
2025-04-09	2025-04-30	Spain	Madrid	 Business	Standard	14	2	1.0	122.13	1709.83
2024-06-22	2024-07-01	UK	Manchester	Business	Deluxe	1	4	0.0	113.61	113.61
2024-06-17	2024-07-31	Ireland	Dublin	 Leisure	Suite	4	3	1.0	186.0	744.01
2024-11-28	2025-01-17	Italy	Milan	Leisure	Suite	14	3	1.0	198.33	2776.58
2024-07-10	2024-07-20	UK	Edinburgh	Business	 Standard 	4	1	0.0	72.23	288.93
2024-07-16	2024-08-23	Germany	Hamburg	leisure	Suite	6	2	1.0	190.2	1141.22
2024-06-26	2024-07-17	italy	Florence	Tour Group	Family	9	1		144.55	1300.93
2024-05-14	2024-06-22	Italy	Florence	Leisure	DELUXE	9	1	0.0	138.14	1243.27
2025-04-13	2025-04-30	GERMANY	Berlin	Leisure	Suite	5	2	1.0	260.68	1303.4
2025-02-09	2025-03-22	Italy	Florence	Business	family	4	4	0.0	147.43	589.72
2024-06-25	2024-08-02	UK	Edinburgh	Business	Std	10	4	1.0	145.79	1457.94
2025-04-18	2025-04-30	Uk	Manchester	Business	Suite	12	4	1.0	169.06	2028.69
2025-01-11	2025-02-23	SPAIN	Barcelona	Leisure	Deluxe	1	4	1.0	134.76	134.76
2025-01-07	2025-02-25	Spain	Barcelona	Tour Group	Family	12	3	1.0	217.82	2613.85
2025-02-19	2025-03-29	Ireland	Galway	Business	Family	11	4	1.0	112.19	1234.08
2025-03-04	2025-04-25	Germany	 Munich	Business	 Suite	11	1	0.0	163.76	1801.33
2024-10-05	2024-10-24	Germany	Hamburg	Business	Suite	12	4	0.0	261.99	3143.92
2024-11-15	2024-11-20	Italy	Florence	Conference	Deluxe	13	1	0.0	157.36	2045.74
2025-02-25	2025-03-18	Ireland	Cork	Leisure Stay	Deluxe	8	4	1.0	194.05	1552.4
2025-03-07	2025-04-30	Ireland	Galway	Business	Deluxe 	5	3	1.0	146.28	731.41
2025-02-22	2025-03-23	Ireland	Dublin	Leisure	standard	7	2	0.0	96.12	672.84
2024-06-17	2024-07-19	Spain	Barcelona	Leisure	 Suite 	1	4	1.0	191.43	191.43
2024-09-22	2024-11-08	Italy	 Florence	Business	Family 	3	1	1.0	127.01	381.04
2025-02-11	2025-02-26	SPAIN	Valencia	Business	Suite	2	2	1.0	260.21	520.41
2024-06-04	2024-07-30	UK	London		Deluxe	8	1	1.0	130.53	1044.22
2024-12-19	2025-01-07	GERMANY	Munich	Leisure	Suite	7	3	0.0	210.55	1473.82
2024-11-30	2025-01-21	Uk	 Edinburgh 	Leisure	Suite	14	2	1.0	244.75	3426.56
2025-02-17	2025-02-25	Ireland	Cork	Business	Suite	4	1	1.0	282.07	1128.26
2025-03-23	2025-03-26	Spain	Barcelona	Conference	Family	5	2	0.0	198.83	994.16
2024-11-08	2024-12-17	Spain	Madrid	Leisure Stay	Deluxe	8	2	0.0	99.35	794.76
2024-08-26	2024-10-15	Italy	Rome	Conference	Family	14	1	1.0	135.16	1892.18
2024-05-24	2024-07-06	Ireland	Cork	Conference	Deluxe	11	4	0.0	155.92	1715.08
2024-11-27	2025-01-04	Spain	Madrid	Leisure	Standard	2	3	0.0	67.6	135.21
2025-03-31	2025-04-26	Spain	Madrid	Leisure	Standard	8	2	0.0	87.21	697.65
2024-10-05	2024-10-15	Italy	Florence	Business 	Std	10	3	0.0	120.71	1207.05
2024-08-07	2024-09-30	germany	HAMBURG	Leisure	Standard	13	1	1.0	125.7	1634.15
2024-10-01	2024-11-13	UK	London	Tour Group	Family	12	2	1.0	143.14	1717.7
2025-03-01	2025-04-04	Spain	VALENCIA	Conference	 Standard	9	1	1.0	158.77	1428.92
2025-03-15	2025-04-30	Spain	Valencia	Business	Family	7	3	1.0	180.95	1266.62
2025-02-22	2025-02-23	Spain	Valencia	BUSINESS	Suite	9	3	1.0	342.58	3083.22
2025-04-10	2025-04-29	Ireland	Galway	Conference 	Standard	9	3	0.0	118.36	1065.28
2024-10-30	2024-11-25	Ireland	Dublin	Business	Suite	12	4	0.0	319.94	3839.29
2024-11-30	2025-01-25	uk	Edinburgh	Leisure	STANDARD	12	1	1.0	110.41	1324.87
2024-11-26	2024-12-30	Italy	Milan	Leisure	Family	14	4	1.0	203.71	2851.91
2024-05-29	2024-06-15	Ireland	Galway	Business	DELUXE	3	1	1.0	168.63	505.9
2024-09-28	2024-10-29	 UK	London	Leisure	DELUXE	8	4	0.0	122.75	982.01
2025-03-03	2025-03-28	uk 	London	business	Family	4	4	1.0	165.6	662.39
2024-09-18	2024-09-20	UK	Manchester	Business 	 Suite 	5	2	0.0	300.94	1504.69
2024-08-10	2024-09-21	UK	Manchester	Tour Group	Standard	12	4	1.0	122.74	1472.84
2024-09-17	2024-10-05	Spain	Barcelona	Leisure	Std	11	4	0.0	74.49	819.41
2024-08-11	2024-09-04	Italy	Florence	leisure	deluxe	14	3	1.0	131.78	1844.98
2024-10-04	2024-11-27	Spain	Barcelona	 Leisure 	Deluxe	11	2	0.0	128.05	1408.59
2024-10-28	2024-12-08	UK	Manchester	Leisure	Family	5	3	1.0	183.53	917.67
2024-05-31	2024-07-01	Ireland	Dublin	Leisure 	Family	4	2	0.0	155.87	623.47
2024-06-08	2024-06-13	Germany	Hamburg	Conference	Family	9	1	1.0	224.56	2021.02
2024-10-04	2024-10-05	Ireland	Cork	Tour Group	Suite	13	1	0.0	213.06	2769.76
2024-12-06	2024-12-07	UK	London	Business	Deluxe	11	2	1.0	163.9	1802.86
2024-07-15	2024-07-28	UK	Edinburgh	Business	Standard	4	2	1.0	94.95	379.8
2025-02-10	2025-02-13	Germany	Berlin	Leisure	Standard	13	1	1.0	100.28	1303.68
2024-08-14	2024-08-17	Italy	Milan	Leisure	Family	9	3	1.0	170.66	1535.94
2024-08-15	2024-10-03	UK	edinburgh	Tour Group	Family	4	4	0.0	151.73	606.91
2025-04-29	2025-04-30	ireland	Cork	Leisure	Family	9	3	1.0	183.33	1649.93
2025-01-05	2025-02-21	Germany	Berlin	Tour Group	Suite	4	2	1.0	275.95	1103.81
2024-09-17	2024-10-27	Germany	Hamburg	Leisure	Suite 	11	1	1.0	242.57	2668.25
2024-07-12	2024-08-15	Germany	Berlin	Business	Family	13	2	0.0	193.64	2517.27
2025-02-11	2025-02-13	spain 	Barcelona	Tour Group	Deluxe	10	1	1.0	170.95	1709.53
2025-01-20	2025-03-02	Spain	 Barcelona	Leisure	Family	9	3	0.0	177.91	1601.19
2025-04-01	2025-04-01	UK	Manchester	Leisure	Suite	6	4	0.0	176.88	1061.26
2024-09-09	2024-11-05	germany	Hamburg		Deluxe	12	1	0.0	112.5	1349.97
2024-11-16	2024-12-26	Italy	Milan	Leisure	Suite	1	4	1.0	147.89	147.89
2024-07-17	2024-08-11	Italy	Florence	 Leisure 	Suite	11	1	1.0	308.23	3390.52
2024-08-08	2024-09-06	Ireland	cork	Leisure	Family	8	4	0.0	138.27	1106.12
2025-04-27	2025-04-30	Italy	rome	Tour Group	Suite	10	1	1.0	260.95	2609.52
2024-05-19	2024-05-24	Spain	Barcelona	Leisure	Family	10	4	1.0	148.45	1484.54
2024-05-31	2024-07-07	Italy 	MILAN	Conference	Family	3	4	0.0	163.36	490.07
2024-06-08	2024-06-21	Germany	Hamburg	Leisure	Standard	9	1	1.0	80.71	726.4
2024-05-14	2024-07-06	Spain 	Barcelona	Leisure	Suite	14	3	1.0	229.19	3208.63
2025-01-24	2025-02-07	Spain	 Valencia	Leisure	Family	13	1	1.0	180.53	2346.94
2025-02-28	2025-04-15	Ireland	Dublin	Leisure	Suite	10	2	0.0	260.08	2600.77
2024-06-28	2024-08-12	Spain	 BARCELONA 	leisure	Family	2	4	1.0	224.28	448.56
2024-10-09	2024-11-29	Ireland	Cork	Leisure	Deluxe	4	1	0.0	160.6	642.39
2025-04-02	2025-04-17	Italy	Milan	 Leisure 	Family	6	2	1.0	159.5	957.0
2024-12-13	2024-12-18	Ireland	Dublin	Leisure	Standard	7	4	1.0	119.77	838.4
2025-04-01	2025-04-30	Ireland	Dublin	Business	Standard	9	2		80.11	720.96
2024-07-20	2024-08-16	UK	MANCHESTER	LEISURE	Deluxe	3	3	1.0	119.19	357.58
2024-11-30	2025-01-11	Ireland	Dublin	Leisure	Deluxe	8	1	1.0	102.49	819.88
2024-11-15	2024-12-04	Spain	Valencia	Tour Group	Family	14	3	1.0	202.6	2836.35
2025-02-06	2025-03-09	Germany	Berlin		suite	2	2	1.0	287.18	574.36
2024-05-14	2024-05-27	UK	Edinburgh	Leisure	Family	14	4	1.0	190.7	2669.82
2025-03-15	2025-04-19	 Italy	Milan	Business	standard	8	4	1.0	111.59	892.7
2025-03-26	2025-04-30	UK	Manchester	Business	Suite	6	2	1.0	407.58	2445.45
2024-11-28	2024-12-14	italy	Rome	Leisure	SUITE	13	1	0.0	174.58	2269.48
2024-06-09	2024-06-22	Spain	Madrid	Business	Suite	14	1	0.0	186.73	2614.15
2024-12-03	2025-01-24	UK	London	Leisure	Standard 	10	2	1.0	86.1	861.0
2025-02-10	2025-04-07	Italy	Florence	LEISURE	Family	5	4	0.0	159.6	797.98
2024-11-14	2024-12-19	Italy	Milan	Conference	Family	9	3	1.0	201.37	1812.36
2024-10-27	2024-12-16	Italy	Florence	Tour Group	Suite	1	3	0.0	252.6	252.6
2024-11-01	2024-11-28	Ireland	DUBLIN	 Business 	Standard	6	3	0.0	110.41	662.48
2024-05-06	2024-06-08	UK	Manchester	 Leisure	Deluxe	8	3	0.0	159.37	1274.95
2024-07-16	2024-07-29	UK	Manchester	Conference	Deluxe	8	2	1.0	155.54	1244.28
2024-11-25	2024-12-01	Spain	Madrid	Leisure	Family	5	1	1.0	266.38	1331.89
2024-10-15	2024-12-07	Ireland	Dublin	Conf	Suite	9	3	0.0	230.21	2071.85
2024-06-20	2024-08-01	spain	valencia	Leisure	Suite 	4	2	1.0	237.91	951.62
2024-09-22	2024-10-22	 Germany 	Berlin	Leisure	Suite	2	2	1.0	283.64	567.28
2024-05-26	2024-07-01	Ireland	dublin	Leisure	Family	7	4	1.0	207.24	1450.69
2025-03-26	2025-04-07	Ireland	 Dublin 	Leisure	Suite	4	3	1.0	183.47	733.9
2024-06-14	2024-06-20	Germany	Hamburg 	Business	Family	11	3	1.0	154.24	1696.69
2024-10-01	2024-10-19	UK	Edinburgh	Leisure	Standard	3	4	0.0	100.35	301.04
2025-01-18	2025-02-02	UK	Edinburgh	Leisure	Standard	3	1	1.0	103.32	309.95
2024-08-17	2024-09-06	Ireland	Galway	Tour Group	Deluxe	2	2	0.0	130.58	261.16
2025-03-19	2025-03-25	Spain	Barcelona	Tour Group	Standard	10	2	1.0	105.66	1056.63
2024-05-02	2024-05-24	Spain	Madrid	Conference	Family	3	3	1.0	220.88	662.64
2025-04-08	2025-04-08	Germany	MUNICH	Business	Standard	8	2	0.0	100.07	800.54
2025-01-28	2025-03-05	Ireland	Galway	Leisure	Standard	1	3	0.0	66.38	66.38
2024-09-04	2024-10-15	Ireland	Dublin	Leisure	Family	12	1		174.77	2097.2
2024-09-02	2024-10-10	Germany	Munich	Business	Suite	11	2	0.0	162.0	1782.05
2024-10-10	2024-10-25	UK	Edinburgh	Conference	Suite	11	2	1.0	247.24	2719.66
2025-03-29	2025-04-30	Ireland	Galway	Leisure	Standard	5	1	0.0	72.37	361.86
2024-05-05	2024-06-17	Germany	Munich	Business	Family	9	3	0.0	189.25	1703.23
2025-03-06	2025-04-26	Germany	MUNICH	Conference	Standard	13	4	1.0	103.68	1347.87
2024-05-15	2024-06-23	Spain	Madrid	Conference	 Deluxe	11	1	0.0	150.33	1653.63
2024-10-10	2024-10-22	Ireland	 Dublin	Tour Group	Deluxe	14	3	1.0	168.37	2357.17
2024-12-25	2025-02-07	Spain	Madrid	Business	Standard	6	2	1.0	130.13	780.78
2024-05-30	2024-06-02	Germany	Hamburg	Conference	Deluxe	11	3	1.0	154.08	1694.9
2024-10-16	2024-12-13	Germany	Berlin	Business	Suite	6	2	1.0	108.21	649.28
2024-07-07	2024-08-22	Germany	Hamburg	Conference	Family	9	4	1.0	211.47	1903.24
2024-09-07	2024-09-17	Uk 	London	Leisure	Family	7	4	1.0	156.52	1095.66
2025-02-01	2025-03-26	Germany	Hamburg	Business	Standard	14	3	1.0	124.29	1740.09
2024-06-22	2024-07-28	Italy	Rome	Business	 Deluxe	3	3	0.0	192.31	576.94
2024-12-08	2024-12-26	SPAIN	Barcelona	Leisure	Standard	7	3		97.37	681.61
2024-07-30	2024-08-11	Ireland	 Cork 	Tour Group	Deluxe	12	1	1.0	143.44	1721.31
2024-05-04	2024-06-14	Ireland	Galway	Leisure	Deluxe	13	3	0.0	209.66	2725.52
2024-09-21	2024-11-15	GERMANY	Hamburg	Tour Group	Family	8	1	0.0	159.63	1277.01
2024-11-05	2024-11-13	Germany	Hamburg	Business	SUITE	12	2	0.0	174.92	2099.02
2025-01-01	2025-02-18	germany	Hamburg	Tour Group	Suite	7	4	1.0	157.32	1101.21
2025-01-06	2025-01-10	UK	Manchester	Leisure	Deluxe	1	1	1.0	147.93	147.93
2025-01-31	2025-03-31	Germany	Berlin	Conference	SUITE	9	4	0.0	294.52	2650.72
2024-08-01	2024-08-07	Germany	Berlin	 Leisure 	Suite	3	2	1.0	290.44	871.32
2024-12-05	2024-12-15	Italy	Milan	Conference	Deluxe	12	4	1.0	107.87	1294.49
2024-12-25	2025-01-22	UK	Manchester	Leisure	Suite	1	4	1.0	240.59	240.59
2024-11-08	2024-11-30	Italy	Rome	Business	Deluxe	8	2	1.0	177.56	1420.5
2024-09-17	2024-09-26	GERMANY	Berlin	Leisure	 Standard	6	4	1.0	107.63	645.8
2025-02-22	2025-03-18	Germany	Munich	Leisure	standard	11	4	1.0	103.99	1143.91
2024-11-17	2024-12-26	Ireland	Cork	Leisure	Suite	7	2	1.0	213.02	1491.16
2024-08-31	2024-10-18	Germany	Berlin	Tour Group	Family	2	1	1.0	211.8	423.6
2025-03-28	2025-04-30	Spain	Madrid	Business	STANDARD	5	1	1.0	57.9	289.49
2024-12-13	2024-12-18	UK	London	Leisure	Family	1	1	1.0	150.97	150.97
2024-05-18	2024-05-27	Germany	Munich	Business	Family	12	4	1.0	268.51	3222.12
2025-04-23	2025-04-30	Italy	Milan	Leisure	Family	4	3	1.0	217.81	871.26
2024-08-11	2024-09-25	Ireland	Cork	Business	Deluxe	3	2	1.0	214.86	644.57
2024-06-15	2024-08-02	uk	Edinburgh	Business	Family	14	2	0.0	127.98	1791.68
2024-06-11	2024-06-12	Spain	Valencia	Business	Family	12	3	1.0	183.12	2197.48
2025-02-05	2025-02-24	Italy	Milan	Business	standard	12	4	1.0	140.67	1688.02
2025-02-17	2025-03-29	ireland	Galway	Conference	Family	9	2	1.0	270.7	2436.33
2024-08-25	2024-09-20	Ireland 	Galway	Leisure	Family	4	3	1.0	159.73	638.94
2024-08-04	2024-09-23	Spain	Barcelona	 LEISURE 	Standard	11	4	0.0	40.0	440.0
2024-06-30	2024-07-23	Germany	Berlin	Leisure	Deluxe	11	4	0.0	161.71	1778.78
2024-12-19	2025-01-02	Ireland	Cork	Leisure	 Deluxe	5	3	0.0	138.48	692.38
2024-12-30	2025-01-18	UK	Manchester	Leisure	Family	12	1	0.0	132.86	1594.32
2024-06-22	2024-07-02	Germany	 Munich	Conference 	Suite	7	2	1.0	293.79	2056.56
2024-12-26	2025-02-08	Germany	Berlin	 Leisure	Family	3	1	0.0	212.04	636.12
2024-10-01	2024-10-24	Germany	berlin	Business	Standard	3	1	1.0	90.59	271.76
2025-02-08	2025-03-25	UK	London	Leisure	Standard	11	4	1.0	88.26	970.82
2024-05-17	2024-06-16	IRELAND	Cork	Leisure	FAMILY	4	4	1.0	129.79	519.15
2024-07-13	2024-08-16	UK	 London	Business	 Standard 	1	1	1.0	91.28	91.28
2024-09-16	2024-09-16	Spain	Madrid	leisure	Suite	8	2	0.0	169.36	1354.88
2025-01-24	2025-01-25	UK	London	Leisure	FAMILY	12	3	0.0	200.12	2401.39
2024-06-01	2024-06-28	 Ireland	Galway	Leisure	Deluxe	10	3	1.0	174.13	1741.31
2024-10-01	2024-10-23	Ireland	Cork	Business	Deluxe	9	1	1.0	168.17	1513.52
2025-04-03	2025-04-30	Spain	Barcelona	business	Suite	11	4	0.0	227.83	2506.08
2024-10-30	2024-12-06	Italy	Rome	Tour Group	Deluxe	11	4	1.0	120.21	1322.32
2024-12-14	2025-01-30	Germany	Munich	Conference	Suite	7	1	1.0	374.39	2620.75
2024-09-19	2024-10-28	Italy	Rome	Tour Group	 Family	2	1	1.0	147.42	294.84
2024-06-25	2024-07-19	Germany	Berlin	Business	Std	4	4	0.0	80.11	320.45
2024-11-19	2025-01-08	UK	Manchester	leisure	Family	9	1	0.0	137.74	1239.67
2024-10-09	2024-11-18	UK	Edinburgh	Leisure	Family	7	2	1.0	130.87	916.08
