order_datetime	city	platform	cuisine_type	delivery_distance_km	delivery_time_min	items_count	basket_value	delivery_fee	tip_amount	total_paid
2024-08-27 13:30	GALWAY	Deliveroo	Indian 	0.72	21.7	2	34.55	2.0	0.0	36.55
2024-06-07 22:10	Dublin	Deliveroo	Indian	2.91	31.7	1	15.19	2.46	0.0	17.65
2025-04-14 12:52	Galway	Justeat	 CAFE 	2.05	24.2	2	5.0	2.03	2.4	9.43
2024-10-20 22:54	 limerick 	JustEat	Burgers	1.47	30.2	4	38.08	2.0	0.0	40.08
2024-07-24 12:53	 Dublin	UberEats	Thai	3.55	39.3	1	6.8	2.78	0.0	9.58
2025-01-03 20:24	 Limerick	Deliveroo	Burgers	3.52	37.2	2	13.71	2.76	3.76	20.23
2025-01-08 13:26	Dublin	UberEats	Burgers	1.85	29.1	5	21.46	2.0	3.96	27.42
2024-10-08 21:37	Dublin	Deliveroo	Chinese	4.48	30.9	4	61.42	3.24	0.0	64.66
2024-10-23 20:23	Dublin	InHouse	Cafe	5.05	27.3	5	65.91	0.0	4.86	70.77
2024-11-24 10:20	Dublin	Deliveroo	Burgers	4.72	47.1	1	13.14	3.36	0.0	16.5
2024-11-02 16:42	 Galway 	Deliveroo	Indian	3.23	24.0	5	95.26	2.62	5.53	103.41
2024-09-30 20:35	Limerick	deliveroo 	Thai	3.03	47.7	5	51.38	2.51		53.89
2025-04-15 16:37	Belfast	Deliveroo	Chinese	4.85	46.1	4	63.61	3.42	0.0	67.03
2025-03-07 22:14	Dublin	Deliveroo	Burgers	4.38	42.9	2	27.23	3.19	0.0	30.42
2024-12-25 18:53	Cork	Deliveroo	Burgers	1.08	27.2	5	51.67	2.0	2.18	55.85
2024-06-23 20:48	Dublin	Deliveroo	Pizza	0.61	25.1	4	67.64	2.0	0.0	69.64
2024-05-13 16:37	Dublin	UberEats	 Pizza 	3.3	32.8	1	19.62	2.65	0.0	22.27
2025-01-30 18:06	Dublin	UberEats	burgers	1.88	29.5	1	13.97	2.0	0.0	15.97
2025-01-03 16:30	Dublin	JustEat	Pizza	4.16	37.6	1	13.96	3.08	2.5	19.54
2024-07-27 20:05	BELFAST	Deliveroo	Pizza	2.21	27.4	4	45.26	2.1	1.7	49.06
2024-06-07 21:12	Limerick	Deliveroo	Pizza	2.01	28.6	5	71.33	2.01	0.0	73.34
2024-05-06 19:31	Dublin	UberEats	Cafe	4.7	40.9	3	23.65	3.35	0.0	27.0
2025-03-13 12:06	Galway	Deliveroo	Indian	2.61	32.1	1	12.08	2.3	3.77	18.15
2024-10-03 20:06	Galway	UberEats	Thai	6.14	48.3	2	24.62	4.07	0.0	28.69
2024-05-13 18:00	Dublin	Deliveroo	 Pizza	2.84	29.4	1	8.96	2.42	1.37	12.75
2024-11-04 21:51	CORK	UBEREATS	Pizza	1.63	21.2	3	39.26	2.0	0.0	41.26
2024-12-29 10:47	Belfast	JustEat	Chinese	4.86	33.2	1	8.11	3.43		16.7
2024-12-22 14:38	 CORK 	JustEat	Thai	4.57	44.2	4	24.47	3.28	0.0	27.75
2025-04-28 11:51	Limerick	DELIVEROO	Thai	3.25	27.5	4	54.68	2.62	3.27	60.57
2024-05-14 16:29	Dublin	UberEats	pizza	3.36	31.2	2	23.22	2.68	1.18	27.08
2025-01-30 23:30	Belfast	InHouse	Pizza	2.76	26.0	1	13.25	0.0	2.67	15.92
2025-01-29 23:22	dublin	UberEats	Thai	1.5	21.4	4	64.5	2.0	3.41	69.91
2024-08-14 13:05	Cork	JustEat	Chinese	1.59	21.2	2	14.59	2.0	2.25	18.84
2024-07-08 12:38	Dublin	Deliveroo	CHINESE	4.13	26.4	5	58.95	3.07		62.02
2024-07-29 10:30	Galway	deliveroo 	Burgers 	2.16	26.9	4	53.89	2.08	4.53	60.5
2025-01-03 15:42	Dublin	JustEat	Pizza	2.63	21.1	2	30.93	2.32	0.0	33.25
2025-03-10 20:53	Dublin	Ubereats	Indian	2.87	34.4	1	15.69	2.43	2.17	20.29
2024-07-11 15:04	Dublin	JustEat	Cafe	7.27	58.6	2	22.78	4.63		27.41
2024-06-29 13:53	Dublin	UberEats	 INDIAN 	5.13	38.1	1	13.32	3.56	0.0	16.88
2024-12-29 19:37	Cork	JustEat	INDIAN	4.21	31.0	3	41.27	3.1		48.09
2024-09-30 23:01	Belfast	UberEats	Thai	2.21	32.8	4	75.39	2.11	0.92	78.42
2024-09-10 16:09	Dublin	 JustEat 	Sushi 	3.23	47.7	1	16.67	2.62	6.18	25.47
2025-01-14 18:00	Galway	Deliveroo	Thai	4.67	40.9	1	10.16	3.33	4.19	17.68
2024-09-25 23:42	Dublin	JustEat	burgers	3.87	44.7	5	42.48	2.93	2.03	47.44
2024-07-27 12:56	Cork	JustEat	Pizza	4.16	38.3	3	48.69	3.08	2.4	54.17
2024-05-15 12:33	DUBLIN	ubereats	Chinese	4.93	46.8	3	30.21	3.46	3.66	37.33
2024-07-31 15:14	Belfast	Deliveroo	Indian	3.68	26.1	3	40.2	2.84	0.0	43.04
2024-09-04 10:26	Belfast	UberEats	Thai	2.24	22.6	2	27.43	2.12	2.28	31.83
2024-05-22 12:03	Dublin	 JUSTEAT 	Cafe 	1.29	25.5	2	15.59	2.0	4.37	21.96
2025-01-06 15:43	Dublin	UberEats	Chinese	2.21	38.8	4	54.31	2.11	0.0	56.42
2025-03-17 10:55	Dublin	 InHouse 	Pizza	1.85	21.5	2	30.84	0.0	1.5	32.34
2025-01-02 18:48	Galway		Cafe	1.9	26.6	3	25.5	2.0	0.0	27.5
2025-02-19 22:00	Cork	Deliveroo	Burgers	2.59	27.2	2	31.05	2.3	1.46	34.81
2025-02-16 23:11	Cork	Deliveroo	Thai	4.73	31.8	2	25.78	3.37	0.0	29.15
2024-09-30 11:02	Dublin	UberEats	Pizza	3.97	30.6	1	16.01	2.98	0.0	18.99
2024-10-05 18:50	Limerick	Deliveroo	Thai	4.01	38.7	1	11.95	3.01	0.0	14.96
2025-02-20 10:26	CORK	Deliveroo	Burgers	3.35	44.5	3	45.27	2.67	3.85	51.79
2024-09-09 22:11	Dublin	JustEat	Burgers	2.95	30.1	3	28.43	2.47	3.72	34.62
2024-05-31 18:34	Belfast	JustEat	Pizza	3.73	33.6	4	42.6	2.87	2.28	47.75
2024-10-15 22:08	Dublin	JustEat	Chinese 	1.07	36.9	1	13.57	2.0	0.0	15.57
2024-10-01 14:06	Galway	UberEats	Cafe	2.99	35.7	1	7.58	2.49	2.09	12.16
2024-12-09 12:23	Dublin	 Deliveroo 	Pizza	3.94	36.7	5	101.23	2.97	0.0	104.2
2024-10-01 13:05	Galway	JustEat	Pizza	2.93	30.7	2	27.2	2.47	3.55	33.22
2025-01-24 14:21	Limerick	UberEats	Indian	3.01	35.7	1	20.0	2.5	2.68	25.18
2025-03-21 16:24	Belfast	JustEat	Thai	4.76	36.4	2	22.49	3.38	0.0	25.87
2025-02-13 11:32	Cork	DELIVEROO	Pizza	3.63	36.2	5	27.56	2.81	2.67	33.04
2024-09-14 12:53	Limerick	Deliveroo	Burgers	0.59	16.8	4	47.4	2.0	1.61	51.01
2024-11-29 12:45	Dublin	UberEats	Chinese	5.18	39.4	5	49.77	3.59	4.93	58.29
2024-12-01 22:40	Galway	JustEat	Sushi	3.79	46.5	1	24.35	2.9		27.25
2024-07-30 11:55	Limerick	JUSTEAT 	Chinese	3.57	33.4	4	33.26	2.78	2.69	38.73
2025-01-04 23:28	dublin	UberEats	cafe	1.89	35.4	2	17.52	2.0	0.0	19.52
2024-08-29 15:20	 Dublin	UberEats	Chinese	1.28	26.3	5	56.96	2.0	0.0	58.96
2025-02-24 14:33	Belfast	UBEREATS	Cafe	2.19	22.7	5	21.15	2.1	0.0	23.25
2025-01-02 20:42	Dublin	Deliveroo	 Thai	4.38	45.4	1	15.75	3.19	4.07	23.01
2025-03-18 19:36	Dublin	UberEats	Burgers	1.61	19.6	2	19.97	2.0		26.54
2024-09-04 11:31	 Dublin	UberEats	burgers	3.7	34.3	1	9.89	2.85	0.0	12.74
2024-12-01 19:04	Dublin	JustEat	Thai 	5.33	51.7	4	60.19	3.66	0.0	63.85
2024-08-14 21:50	Dublin	Deliveroo	Chinese	3.05	30.1	4	49.55	2.52	0.93	53.0
2024-06-06 20:20	Dublin		Burgers	1.33	19.2	5	57.34	2.0	0.0	59.34
2024-11-30 22:59	Limerick	Deliveroo	Chinese	3.67	22.2	4	66.38	2.83	0.0	69.21
2024-09-28 23:47	Dublin	UberEats	Chinese	6.33	45.3	4	55.68	4.17	4.75	64.6
2024-09-18 20:45	Dublin	Deliveroo	Indian	4.49	31.5	3	33.85	3.25	0.0	37.1
2024-12-18 14:23	Dublin	ubereats	Thai	4.12	35.7	5	20.44	3.06	0.0	23.5
2024-07-05 18:02	Cork	Deliveroo	Burgers	4.71	42.8	4	65.01	3.36	0.0	68.37
2024-05-10 14:52	Belfast	UberEats	Burgers	5.66	42.7	3	43.23	3.83	3.53	50.59
2025-01-24 14:59	Galway	UberEats	Burgers	2.22	22.3	5	62.75	2.11	0.0	64.86
2024-07-19 15:03	Dublin	Deliveroo	burger	1.56	19.8	2	12.1	2.0	4.0	18.1
2025-02-07 15:28	Cork	JustEat	Pizza	2.93	26.8	5	52.5	2.47		54.97
2025-02-16 17:36	Belfast	Deliveroo	Burgers	1.73	27.5	1	9.47	2.0	0.15	11.62
2024-07-08 14:55	limerick	Deliveroo	Cafe	1.49	33.1	1	8.6	2.0	0.0	10.6
2024-06-02 10:27	Dublin	 UberEats 	Chinese	1.69	28.8	3	17.7	2.0	0.0	19.7
2024-10-03 12:22	Dublin	UberEats	 Sushi	0.92	20.2	2	40.09	2.0	5.6	47.69
2025-03-22 16:42	Dublin	UberEats	Pizza	2.95	31.0	2	30.09	2.47	0.0	32.56
2024-07-26 18:54	Limerick	Deliveroo	Burgers	2.76	24.4	5	51.84	2.38	3.01	57.23
2024-12-19 12:35	Belfast	InHouse	Indian	4.13	34.3	1	14.89	0.0	5.16	20.05
2024-08-09 20:56	Limerick	UberEats	Pizza	2.23	34.7	1	21.61	2.12	0.0	23.73
2024-10-28 23:15	Galway	Deliveroo	Burgers	1.66	24.4	4	70.55	2.0	0.0	72.55
2024-05-15 12:07	Belfast	deliveroo	Cafe	5.51	32.3	4	42.79	3.75	1.09	47.63
2024-08-27 11:08	DUBLIN	JustEat	Burgers	2.34	25.0	5	31.61	2.17	3.08	36.86
2025-03-11 18:45	Cork	UberEats	PIZZA	3.84	33.6	2	20.68	2.92	2.52	26.12
2024-12-28 12:20	Cork	JustEat 	Thai	3.93	30.1	5	77.04	2.96	0.0	80.0
2024-05-28 14:11	Limerick	Deliveroo	Chinese	1.72	18.6	5	72.92	2.0	2.37	77.29
2025-01-30 18:26	Dublin	UberEats	chinese	2.64	29.3	1	15.13	2.32	0.0	17.45
2025-04-20 12:43	Dublin	Deliveroo	Sushi	3.65	26.5	4	82.12	2.82	0.0	84.94
2024-05-18 16:11	Dublin	UberEats	Pizza	4.24	30.1	1	12.97	3.12	0.0	16.09
2024-09-02 11:31	Belfast	JustEat	Burgers	2.69	34.7	2	18.31	2.34	0.0	20.65
2024-12-11 17:28	Dublin	JustEat	Chinese	3.75	25.8	5	48.55	2.87	2.78	54.2
2024-09-05 19:53	Dublin	Deliveroo	pizza	2.29	27.3	3	33.74	2.15	0.0	35.89
2024-10-26 20:55	Cork	JustEat	Cafe	6.38	40.7	2	15.03	4.19	1.73	20.95
2025-02-24 21:48	Dublin	UberEats	Pizza	4.41	34.7	1	15.79	3.2	3.05	22.04
2025-03-16 19:55	Dublin	Deliveroo	 Burgers 	3.44	37.2	3	26.37	2.72	0.0	29.09
2024-11-30 10:32	Dublin	 UberEats	Thai	1.66	28.9	5	65.08	2.0	0.0	67.08
2024-05-10 14:14	DUBLIN	UberEats	Chinese	1.16	17.9	4	63.29	2.0	3.14	68.43
2024-11-19 22:29	Cork	UberEats	Indian	5.4	45.4	3	36.55	3.7	0.0	40.25
2025-01-14 18:49	Galway	JustEat	Pizza	4.18	37.9	5	88.34	3.09	5.29	96.72
2025-01-01 23:59	Dublin	UberEats	CHINESE	2.57	28.2	3	26.51	2.29	2.57	31.37
2024-11-26 12:36	Dublin	UberEats	PIZZA	1.78	19.1	1	16.28	2.0	0.0	18.28
2024-11-09 16:14	Cork	Deliveroo	 Pizza	2.31	32.6	1	14.87	2.16	1.76	18.79
2025-04-29 11:28	Limerick	UberEats	Chinese	3.9	28.2	3	31.28	2.95	0.0	34.23
2025-04-29 13:13	Limerick	UberEats	Chinese Takeaway	0.2	17.5	2	30.65	2.0	0.0	32.65
2025-04-28 16:14	CORK	UberEats	Indian	4.73	45.8	4	59.77	3.36	0.0	63.13
2024-06-23 13:03	Dublin	JustEat	BURGERS	6.09	48.2	1	13.44	4.04	2.95	20.43
2024-06-17 17:53	Dublin	Ubereats	Sushi	2.96	31.3	2	24.29	2.48	3.37	30.14
2025-01-27 14:08	Galway	UberEats	BURGERS	1.56	30.0	4	32.9	2.0	0.83	35.73
2024-09-10 10:41	Dublin	UberEats	Burgers	3.39	39.0	4	47.46	2.7	0.0	50.16
2025-03-26 19:33	Galway	InHouse	Indian	1.25	14.5	4	62.26	0.0	2.79	65.05
2024-09-01 16:46	Dublin	Deliveroo	Pizza	5.75	40.7	1	17.5	3.88		27.5
2024-11-20 22:13	Cork	Deliveroo 	Burgers	2.26	29.9	2	28.23	2.13	4.24	34.6
2025-04-11 10:45	Dublin	UberEats	Pizza	2.25	22.1	1	19.91	2.13	0.0	22.04
2024-07-04 13:05	Limerick	UberEats	Pizza	1.61	31.3	5	45.59	2.0	0.0	47.59
2024-09-24 13:37	Cork	JustEat	Sushi	2.17	26.3	4	69.89	2.09	0.0	71.98
2025-02-18 14:50	Belfast		Pizza	0.48	28.3	4	41.58	2.0	5.35	48.93
2024-12-13 22:05	Limerick	Deliveroo	Indian	3.12	37.7	1	5.87	2.56	0.0	8.43
2024-10-26 13:35	Galway	UberEats	BURGERS	0.2	15.3	2	26.69	2.0	0.0	28.69
2024-06-18 13:32	Galway	Deliveroo	Pizza	0.26	25.3	2	35.21	2.0	0.0	37.21
2024-06-02 23:05	LIMERICK	InHouse	Pizza	3.84	29.1	1	9.38	0.0	0.0	9.38
2024-11-15 15:08	Dublin	Deliveroo	Chinese	0.2	14.1	3	48.11	2.0	5.88	55.99
2024-09-26 23:30	dublin	UberEats	Indian	4.04	34.1	5	31.31	3.02	0.0	34.33
2025-03-05 20:39	Galway	JustEat	Indian	2.34	35.7	4	78.86	2.17	0.0	81.03
2025-02-05 20:46	CORK	Deliveroo	Indian	1.62	21.9	2	22.17	2.0	2.97	27.14
2025-04-08 20:30	Cork	Deliveroo	Cafe	0.34	19.1	1	10.48	2.0	4.42	16.9
2024-08-09 14:12	Cork	Deliveroo	Indian 	2.37	25.9	3	16.08	2.19	1.71	19.98
2024-11-08 20:05	Dublin	Deliveroo App	Burgers	2.8	35.8	3	40.18	2.4	2.48	45.06
2024-08-17 23:17	LIMERICK	UberEats	CHINESE	2.47	27.6	2	33.21	2.23	1.9	37.34
2025-04-03 11:28	 Dublin	UberEats 	Burgers	3.24	34.9	1	10.98	2.62	1.73	15.33
2024-11-06 15:03	Dublin	UberEats	Indian	4.01	48.5	1	7.38	3.01	0.0	10.39
2024-12-27 20:19	Belfast	JustEat	Pizza	4.71	40.6	3	55.12	3.36	3.66	62.14
2024-11-01 20:37	Dublin	UberEats	Pizza	2.64	34.3	2	32.24	2.32	2.79	37.35
2025-02-11 11:33	dublin	UberEats	Thai	1.92	30.3	2	16.68	2.0		18.68
2024-07-21 10:50	Dublin	ubereats	Pizza	3.13	31.9	2	33.57	2.56	1.6	37.73
2024-12-18 19:47	Belfast	UberEats	Thai	5.29	37.3	1	9.67	3.64	0.0	13.31
2024-05-17 11:00	Limerick	JustEat	Burgers	1.93	29.3	5	34.31	2.0	0.0	36.31
2024-05-27 23:17	Dublin	UberEats	Chinese	3.91	42.1	4	46.1	2.95	0.0	49.05
2024-11-20 16:52	dublin	JustEat	Thai	2.05	21.6	4	39.74	2.02	3.45	45.21
2024-06-11 15:49	Galway	Deliveroo	Sushi	2.71	26.1	2	26.86	2.35	0.0	29.21
2025-02-11 11:19	Dublin		 Thai 	3.95	28.6	2	24.9	2.98	0.0	27.88
2024-05-23 10:06	Galway	Deliveroo	Cafe	5.27	36.6	3	22.58	3.63	4.06	30.27
2025-02-26 17:36	Limerick	JustEat	Thai	2.64	30.6	2	24.13	2.32	0.0	26.45
2024-12-14 20:55	Cork	ubereats	Burgers	3.48	45.3	1	16.1	2.74	0.9	19.74
2024-07-06 23:06	 Galway 	 Deliveroo 	Indian	5.3	41.2	5	40.0	3.65	0.0	43.65
2025-02-11 19:25	Galway	UBEREATS	Chinese	2.39	30.5	1	10.72	2.2	0.0	12.92
2024-10-23 22:33	Cork	DELIVEROO	 Thai 	3.72	41.4	4	21.55	2.86	0.0	24.41
2024-12-24 20:09	Limerick	Deliveroo	SUSHI	5.39	44.6	2	48.62	3.69	3.3	55.61
2024-10-17 22:36	Cork	JustEat	Thai	2.0	20.1	2	27.16	2.0	3.77	32.93
2024-08-31 22:49	Limerick	UberEats	Chinese	4.27	49.3	5	67.65	3.14	4.0	74.79
2024-07-15 13:41	Dublin	JustEat	pizza	0.69	19.0	4	61.47	2.0	0.0	63.47
2024-05-08 21:46	Belfast	JustEat	Chinese	5.11	40.2	4	68.02	3.56	3.64	75.22
2025-04-16 16:00	Cork	UberEats	Pizza	2.88	26.9	5	95.31	2.44	1.72	99.47
2025-04-06 15:04	Belfast	Deliveroo	Cafe	4.28	41.6	5	47.69	3.14	5.11	55.94
2024-12-25 12:31	Dublin	Deliveroo	burger	3.0	24.0	1	11.06	2.5	1.97	15.53
2024-12-30 13:40	Dublin	Deliveroo	Cafe	0.2	20.0	4	27.45	2.0	4.61	34.06
2025-01-29 23:43	Limerick	DELIVEROO	Chinese	1.43	23.5	4	63.14	2.0	2.81	67.95
2024-05-19 18:23	Cork	InHouse	Sushi	1.23	30.8	2	41.2	0.0	0.0	41.2
2025-02-12 23:58	dublin	UberEats	Pizza	2.62	29.8	1	18.04	2.31	0.0	20.35
2025-04-11 21:55	GALWAY	JustEat	Cafe	3.03	31.2	2	17.03	2.51	0.0	19.54
2025-04-02 18:46	Cork	JustEat	Sushi	3.18	23.1	3	44.2	2.59	0.0	46.79
2025-03-30 10:05	Dublin	UberEats	Chinese	1.76	26.5	5	35.69	2.0	0.0	37.69
2024-10-23 21:04	CORK	UberEats	pizza	4.26	38.0	2	25.5	3.13	3.79	32.42
2024-12-12 21:44	 cork	InHouse	 Thai	2.46	17.3	2	32.46	0.0	0.0	32.46
2025-02-26 21:09	Dublin	ubereats	Sushi	3.84	36.5	2	34.73	2.92	0.0	37.65
2024-11-02 23:57	Dublin	UberEats	pizza 	1.33	34.2	2	21.45	2.0	0.0	23.45
2024-06-11 23:26	Cork	UberEats	Burgers	0.2	29.3	5	54.89	2.0	2.48	59.37
2024-05-20 19:18	Belfast	UberEats	Pizza	0.76	27.0	1	15.13	2.0	5.66	22.79
2024-06-02 14:51	Dublin	UberEats	Burgers	0.2	14.2	5	63.37	2.0	4.76	70.13
2024-06-25 14:24	Dublin	JustEat	Chinese	0.55	17.8	1	8.95	2.0	0.0	10.95
2024-10-27 19:15	Dublin	Deliveroo	Burgers	2.13	23.2	2	30.74	2.07	0.0	32.81
2025-02-06 17:46	Limerick	Deliveroo	Burgers	1.62	26.9	2	20.47	2.0		22.47
2024-05-26 21:16	DUBLIN	Deliveroo	Burgers	5.12	41.6	5	57.66	3.56	0.0	61.22
2024-08-01 17:14	Dublin	JustEat	Burgers	2.39	25.5	5	27.95	2.19	4.12	34.26
2025-03-22 20:04	Belfast	Deliveroo	Sushi	2.45	33.6	2	30.61	2.22	0.0	32.83
2025-02-25 16:42	Galway	UberEats	Burgers	1.78	40.3	1	5.0	2.0	0.0	7.0
2024-12-16 12:37	Dublin	JustEat	Chinese	2.41	26.6	2	29.23	2.21	0.0	31.44
2024-11-28 17:18	Limerick	InHouse	Indian	4.33	32.8	2	23.78	0.0	0.0	23.78
2024-06-29 12:01	Dublin	UberEats	Cafe	4.34	42.9	2	13.21	3.17	3.5	19.88
2024-05-24 21:43	Belfast	UberEats	Indian	4.22	33.3	3	39.91	3.11	3.08	46.1
2025-03-20 14:48	Dublin	JustEat	Indian	4.24	35.7	2	27.91	3.12	5.22	36.25
2024-06-10 18:21	Dublin	UberEats	Chinese	2.08	28.7	1	11.79	2.04	0.0	13.83
2025-01-08 17:55	Cork	UberEats	Pizza	2.91	31.3	5	72.34	2.46	0.0	74.8
2024-07-13 15:08	Limerick	UberEats	Indian	3.01	19.9	2	26.36	2.5	0.0	28.86
2025-02-23 21:28	Dublin	Deliveroo	Burgers	2.99	33.8	2	14.81	2.5	3.04	20.35
2024-12-27 17:55	Limerick	Deliveroo	Chinese	2.04	32.4	2	31.63	2.02	4.15	37.8
2024-08-27 13:56	Cork	UberEats	Burgers	3.56	32.3	5	54.5	2.78	1.79	59.07
2025-02-09 18:03	Dublin	UberEats	 Thai	4.09	26.1	4	34.47	3.04	0.0	37.51
2024-09-09 13:10	Dublin	Deliveroo	Indian	1.14	25.8	5	52.65	2.0	2.55	57.2
2024-12-17 23:03	Dublin	Deliveroo	Cafe	2.69	31.5	2	11.47	2.35	0.0	13.82
2024-12-14 22:34	Dublin	Deliveroo	Chinese	3.89	44.2	2	27.25	2.94	3.48	33.67
2024-11-12 21:55	Limerick	Deliveroo	Chinese	4.51	27.8	2	15.86	3.25	5.8	24.91
2024-10-24 17:27	Limerick	UberEats	 SUSHI 	4.6	47.0	1	22.4	3.3	3.16	28.86
2024-06-29 18:45	Dublin	JustEat	thai	2.1	34.1	3	31.01	2.05	3.08	36.14
2024-11-03 15:18	Dublin	Just Eat	Chinese	3.78	32.5	1	15.01	2.89	0.0	17.9
2025-02-25 10:09	Dublin	justeat	Burgers	3.82	38.3	2	21.22	2.91	0.0	24.13
2025-02-19 14:42	dublin	JustEat	INDIAN	3.08	38.1	5	41.96	2.54	0.0	44.5
2025-02-25 12:10	Galway	justeat	Indian	1.48	18.2	1	13.99	2.0	2.79	18.78
2024-05-21 18:47	CORK	UberEats	Pizza	5.35	37.9	3	40.53	3.67	2.79	46.99
2024-06-10 19:13	Galway	 Inhouse 	Pizza	3.7	28.8	3	45.04	0.0	5.41	50.45
2024-05-20 13:11	Cork	UberEats	Burgers	3.77	37.5	2	34.84	2.89	0.0	37.73
2024-12-29 15:23	Dublin	Deliveroo	Sushi 	0.99	21.8	2	37.76	2.0	0.0	39.76
2024-11-03 15:22	Galway	 UberEats 	Pizza	1.32	24.9	3	48.49	2.0	0.0	50.49
2024-09-23 17:49	Cork	JustEat	Chinese	4.87	37.5	5	64.62	3.44	0.39	68.45
2024-11-17 18:52	Dublin	JustEat	Pizza	6.06	43.9	1	11.26	4.03	0.0	15.29
2024-10-26 23:34	Dublin	JustEat	Cafe	5.04	36.2	5	50.83	3.52	0.0	54.35
2024-05-20 17:49	Cork	Deliveroo	Indian	2.82	30.7	1	12.9	2.41	0.0	15.31
2025-04-21 23:46	Dublin	Deliveroo	Thai	5.68	34.7	3	37.87	3.84	1.55	43.26
2024-10-30 18:33	Dublin	Deliveroo App	Pizza	6.03	46.3	2	38.73	4.01	0.0	42.74
2025-02-28 23:25	Dublin	UberEats	Burgers	3.49	36.9	3	32.66	2.74	0.0	35.4
2024-12-06 18:28	Limerick	JustEat	Burgers	3.79	42.6	5	59.67	2.89	0.0	62.56
2025-03-11 10:47	Dublin	Deliveroo	Chinese	5.33	41.3	2	19.75	3.67	3.08	26.5
2024-05-17 18:01	DUBLIN	 Deliveroo 	Pizza	5.27	34.6	5	55.07	3.64	0.0	58.71
2024-06-03 12:47	Dublin	JustEat	Sushi	3.04	32.9	5	91.7	2.52	0.0	94.22
2025-01-01 15:53	Limerick	Deliveroo App	Sushi	2.02	13.5	2	32.14	2.01	0.45	34.6
2025-01-22 21:19	Cork	Deliveroo	Thai	2.62	26.1	2	36.34	2.31	0.0	38.65
2024-08-29 12:55	Dublin	Deliveroo	Cafe	5.13	39.2	5	29.74	3.57	3.89	37.2
2024-10-01 12:44	Belfast	Deliveroo	Pizza	4.42	35.7	2	35.85	3.21	1.71	40.77
2024-10-04 21:10	 Dublin 	JustEat	Burgers	3.57	31.1	3	39.91	2.78	3.03	45.72
2024-06-13 17:16	Limerick	UberEats 	Burgers	5.44	40.6	4	21.87	3.72	1.73	27.32
2025-01-22 21:19	Dublin	Deliveroo	Cafe	5.09	42.2	5	33.94	3.55	0.0	37.49
2024-10-31 22:21	Limerick	JustEat	Burgers	1.82	27.7	2	17.61	2.0	0.0	19.61
2025-03-25 19:20	Dublin	UBEREATS	Indian	1.6	13.2	4	64.4	2.0	0.0	66.4
2024-07-29 17:45	Galway	UberEats	Indian	2.35	22.5	1	11.72	2.17	2.78	16.67
2024-07-03 12:51	Cork	INHOUSE	Burgers	0.58	21.1	5	47.29	0.0	0.0	47.29
2024-09-26 10:20	Cork	UberEats	Pizza	3.98	39.1	5	50.15	2.99	0.0	53.14
2025-01-24 21:23	Cork	JustEat	Thai	1.99	35.8	1	6.67	2.0	0.0	8.67
2024-07-13 12:42	Belfast	JustEat 	Indian	0.97	24.9	5	61.97	2.0	0.0	63.97
2024-05-15 20:14	Limerick	JustEat	Sushi	2.7	38.0	4	67.0	2.35	0.0	69.35
2024-11-27 17:58	Limerick 	Deliveroo	Pizza	4.74	43.0	3	46.95	3.37	0.0	50.32
2024-06-22 12:25	Limerick	deliveroo	Pizza	3.12	28.4	1	7.75	2.56	5.41	15.72
2024-08-25 13:45	Belfast	JustEat	Indian	3.05	34.3	4	58.1	2.53	2.76	63.39
2024-12-11 15:16	LIMERICK	UberEats	Pizza	2.44	37.0	3	26.69	2.22	0.0	28.91
2024-11-04 22:09	Dublin	JustEat	Burgers	5.52	43.2	2	20.05	3.76		23.81
2024-12-19 19:11	Belfast	Deliveroo App	Chinese	4.32	35.3	4	57.01	3.16	4.79	64.96
2025-03-23 14:48	Dublin	UberEats	PIZZA	2.8	30.6	1	17.98	2.4	0.0	20.38
2024-09-23 13:45	Dublin	ubereats	Chinese	2.78	26.9	5	66.87	2.39	0.0	69.26
2025-02-14 13:28	Belfast	JustEat	 Pizza 	4.41	39.5	1	12.81	3.2	0.0	16.01
2025-03-03 21:45	Dublin	JustEat 	SUSHI	3.76	34.4	5	107.96	2.88	0.0	110.84
2025-01-31 18:01	Dublin	JustEat	Pizza	4.94	45.1	5	71.83	3.47	1.2	76.5
2025-01-29 22:36	LIMERICK	DELIVEROO	Indian	4.89	40.0	4	48.17	3.44	4.44	56.05
2024-12-15 18:11	Limerick	UberEats	Cafe	4.96	34.6	5	46.18	3.48	5.26	54.92
2024-12-14 12:17	Limerick	UberEats	Chinese	2.31	43.0	5	65.85	2.16	0.0	68.01
2024-11-14 11:57	Dublin	Deliveroo	 Burgers	4.4	34.7	3	24.58	3.2	0.0	27.78
2024-12-21 16:28	Dublin	Uber Eats	Burgers	4.47	42.6	5	67.76	3.23	0.0	70.99
2024-08-05 10:01	Dublin	inhouse	Chinese	2.79	32.1	5	53.97	0.0	6.84	60.81
2024-10-04 14:18	Limerick	UberEats 	Thai	5.74	35.4	3	43.17	3.87	0.97	48.01
2025-01-12 15:39	Dublin	UberEats	Pizza	4.3	37.4	4	61.09	3.15		64.24
2024-09-30 21:47	Cork	UberEats	Cafe	0.55	17.6	3	21.71	2.0	0.0	23.71
2025-02-20 12:13	Galway	UberEats	Chinese	1.93	31.4	3	37.89	2.0	1.44	41.33
2025-03-23 10:44	Dublin	ubereats	Chinese	1.41	19.8	4	47.38	2.0	5.3	54.68
